Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-3-224;    Computertomographie des Herzens mit Kontrastmittel;83;19;5;15;16;59;198;269;472;738;979;1328;2074;2841;2931;3074;3452;3859;4943;2349;526;29;30259;53;17;7;18;9;14;51;83;180;287;535;798;1310;1717;1956;2280;2851;3458;5087;2585;642;44;23982;136;36;12;33;25;73;249;352;652;1025;1514;2126;3384;4558;4887;5354;6303;7317;10030;4934;1168;73;54241
2021;OPS-3-225;    Computertomographie d. Abdomens mit Kontrastmittel;50;162;228;468;1430;2276;6883;8023;11332;14224;17874;22868;40047;59567;69906;73985;74394;69131;75427;34999;9482;1225;593990;48;110;138;323;722;1192;3752;4733;7628;10525;14482;18969;31582;43220;49650;54382;57796;62016;78905;44127;15569;3214;503083;98;272;366;791;2152;3468;10635;12756;18960;24749;32356;41837;71629;102787;119556;128367;132190;131147;154332;79126;25051;4439;1097073
2021;OPS-3-226;    Computertomographie des Beckens mit Kontrastmittel;28;79;111;239;663;1015;2882;3221;4485;5333;6579;8392;14448;21939;26089;27334;26965;25268;26752;12568;3452;437;218287;14;38;62;151;332;506;1464;1848;2823;3796;4974;6346;10525;14701;16684;18676;19865;21430;27389;15502;5570;1217;173913;42;117;173;390;995;1521;4346;5069;7308;9129;11553;14738;24973;36640;42773;46010;46830;46698;54141;28070;9022;1654;392200
2021;OPS-3-227;    Computertom. d.Muskel-Skelett-Systems m.Kontrastm.;1;22;20;63;174;240;638;570;660;660;745;833;1237;1778;1932;1811;1719;1526;1636;828;249;35;17384;2;5;14;33;80;110;253;248;240;316;349;355;647;901;923;1019;1195;1322;1757;1048;504;149;11470;3;27;34;96;254;350;891;818;900;976;1094;1188;1884;2679;2855;2830;2914;2848;3393;1876;753;184;28854
2021;OPS-3-228;    Computertomographie d.periph.Gefäße mit Kontrastm.;21;16;19;46;116;212;530;577;882;1141;1691;2335;4772;8086;10720;11705;11613;10969;12547;6255;1837;245;86335;12;11;14;29;61;82;328;416;638;784;1178;1606;2571;3734;5152;6401;7267;8693;12479;8397;3536;895;64284;33;27;33;75;177;294;858;993;1520;1925;2869;3941;7343;11820;15872;18106;18880;19662;25026;14652;5373;1140;150619
2021;OPS-3-22X;    Andere Computertomographie mit Kontrastmittel;34;23;11;44;93;150;362;450;609;762;909;1334;2352;3463;4328;4623;4868;5028;5618;2968;859;121;39009;20;12;8;29;44;69;249;288;429;488;693;896;1442;1934;2388;2827;3469;4224;5966;3903;1664;376;31418;54;35;19;73;137;219;611;738;1038;1250;1602;2230;3794;5397;6716;7450;8337;9252;11584;6871;2523;497;70427
2021;OPS-3-240;    CT-Ventrikulographie;1;1;-;-;-;-;1;-;2;5;2;3;4;3;6;5;4;5;2;1;-;-;45;-;-;-;1;-;-;-;1;1;-;3;3;3;3;3;1;1;-;1;1;-;-;22;1;1;-;1;-;-;1;1;3;5;5;6;7;6;9;6;5;5;3;2;-;-;67
2021;OPS-3-241;    CT-Myelographie;-;-;1;-;1;-;2;12;19;15;33;53;86;148;156;131;170;143;118;50;7;-;1145;-;-;-;5;-;2;5;12;17;36;55;67;107;115;114;116;124;149;134;49;5;-;1112;-;-;1;5;1;2;7;24;36;51;88;120;193;263;270;247;294;292;252;99;12;-;2257
2021;OPS-3-24X;    Andere Computertomographie-Spezialverfahren;5;1;11;30;44;67;215;279;377;523;685;957;1651;2605;3178;3445;3399;3402;3895;2019;653;89;27530;2;1;13;20;38;53;153;171;274;351;538;644;1154;1589;1883;2361;2482;2970;4275;2812;1279;312;23375;7;2;24;50;82;120;368;450;651;874;1223;1601;2805;4194;5061;5806;5881;6372;8170;4831;1932;401;50905
2021;OPS-3-260;    Elektronenstrahltomographie des Gehirns;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;-;-;6
2021;OPS-3-261;    Elektronenstrahltomographie des Herzens;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
2021;OPS-3-262;    Elektronenstrahltomographie der peripheren Gefäße;-;-;-;-;-;-;-;-;-;-;-;3;-;1;6;5;5;1;5;4;3;-;33;-;-;-;-;-;-;-;-;-;-;-;3;-;4;3;4;2;3;7;3;-;-;29;-;-;-;-;-;-;-;-;-;-;-;6;-;5;9;9;7;4;12;7;3;-;62
2021;OPS-3-26X;    Andere Elektronenstrahltomographie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-3-30--3-31;  Optische Verfahren;15;58;85;133;124;102;265;356;514;564;668;947;1559;2439;2594;2822;2799;2564;2578;947;210;26;22369;12;48;62;123;135;117;351;421;457;536;570;758;1370;1935;2135;2516;2649;2633;2904;1321;331;49;21433;27;106;147;256;259;219;616;777;971;1100;1238;1705;2929;4374;4729;5338;5448;5197;5482;2268;541;75;43802
2021;OPS-3-300;    Optische Kohärenztomographie (OCT);1;7;62;110;101;91;224;309;444;473;569;838;1398;2174;2405;2599;2571;2367;2350;876;196;26;20191;1;6;46;95;116;101;285;351;398;455;485;618;1149;1645;1891;2270;2385;2366;2634;1214;312;44;18867;2;13;108;205;217;192;509;660;842;928;1054;1456;2547;3819;4296;4869;4956;4733;4984;2090;508;70;39058
2021;OPS-3-301;    Konfokale Mikroskopie;2;13;9;3;10;6;20;27;27;32;27;29;55;103;61;74;86;63;57;23;4;-;731;3;14;6;8;9;11;48;35;33;44;36;44;91;91;78;102;108;88;82;28;9;1;969;5;27;15;11;19;17;68;62;60;76;63;73;146;194;139;176;194;151;139;51;13;1;1700
2021;OPS-3-302;    3D-Oberflächenvermessung durch Laserscanning;8;34;4;-;-;1;3;2;5;9;14;10;15;35;29;33;30;37;48;14;-;-;331;7;24;-;3;3;-;1;5;1;9;12;21;29;52;39;44;48;55;56;31;3;1;444;15;58;4;3;3;1;4;7;6;18;26;31;44;87;68;77;78;92;104;45;3;1;775
2021;OPS-3-30X;    And. laserbas.Verfahren m. digit. Bildverarbeitung;1;3;10;19;11;3;11;9;13;20;22;27;31;58;51;51;55;39;67;21;8;-;530;-;4;7;15;7;3;7;13;9;9;15;21;38;56;57;51;62;68;86;29;2;3;562;1;7;17;34;18;6;18;22;22;29;37;48;69;114;108;102;117;107;153;50;10;3;1092
2021;OPS-3-310;    Optische foto- und videogestützte Verfahren;3;1;-;1;2;1;7;9;25;30;36;43;60;69;48;65;57;58;56;13;2;-;586;1;-;3;2;-;2;10;17;16;19;22;54;63;91;70;49;46;56;46;19;5;-;591;4;1;3;3;2;3;17;26;41;49;58;97;123;160;118;114;103;114;102;32;7;-;1177
2021;OPS-3-60--3-69;  Darstellung des Gefäßsystems;555;478;411;573;513;359;1237;1620;2621;3692;5491;9206;19974;38188;50860;57004;55211;50934;54157;23440;5347;619;382490;374;500;369;496;466;420;1460;1865;2835;3974;5480;7496;12628;19941;26153;30604;33336;36601;45684;25750;9583;1995;268011;929;978;780;1069;979;779;2697;3485;5456;7666;10971;16702;32602;58129;77013;87608;88547;87535;99841;49190;14930;2614;650501
2021;OPS-3-600;    Arteriographie der intrakraniellen Gefäße;49;47;57;106;67;72;237;316;499;696;937;1310;2335;3470;4051;4261;3952;3878;4199;1941;507;74;33061;33;56;51;80;86;99;352;457;659;903;1165;1581;2415;3331;3527;3620;3557;3819;4935;3033;1371;303;35433;82;103;108;186;153;171;589;773;1158;1599;2102;2891;4750;6801;7578;7881;7509;7697;9134;4974;1878;377;68494
2021;OPS-3-601;    Arteriographie der Gefäße des Halses;24;22;36;71;57;56;162;219;370;510;694;1086;1896;3160;3890;4273;4148;4042;4212;1777;434;55;31194;19;36;39;54;45;59;210;284;435;630;822;1192;1857;2676;3093;3267;3310;3421;4316;2542;1108;248;29663;43;58;75;125;102;115;372;503;805;1140;1516;2278;3753;5836;6983;7540;7458;7463;8528;4319;1542;303;60857
2021;OPS-3-602;    Arteriographie des Aortenbogens;33;11;9;6;16;7;46;63;74;105;157;232;394;780;877;947;1011;1119;1445;706;162;14;8214;16;15;3;5;6;12;40;54;92;125;162;197;347;587;661;744;861;1004;1473;820;282;53;7559;49;26;12;11;22;19;86;117;166;230;319;429;741;1367;1538;1691;1872;2123;2918;1526;444;67;15773
2021;OPS-3-603;    Arteriographie der thorakalen Gefäße;25;12;5;7;14;12;53;53;75;88;141;190;414;729;909;1127;1254;1191;1321;521;76;5;8222;15;12;5;6;6;12;30;34;65;77;97;117;210;291;414;513;626;640;736;330;81;21;4338;40;24;10;13;20;24;83;87;140;165;238;307;624;1020;1323;1640;1880;1831;2057;851;157;26;12560
2021;OPS-3-604;    Arteriographie der Gefäße des Abdomens;10;8;15;15;27;14;66;85;152;192;326;564;1436;2985;4220;5180;4955;4552;4344;1590;267;27;31030;5;10;8;20;18;10;44;66;111;173;307;418;755;1335;1906;2324;2505;2586;2638;1250;315;67;16871;15;18;23;35;45;24;110;151;263;365;633;982;2191;4320;6126;7504;7460;7138;6982;2840;582;94;47901
2021;OPS-3-605;    Arteriographie der Gefäße des Beckens;2;3;12;11;21;10;54;92;167;283;602;1375;3628;8163;11501;12920;12584;11772;12950;5566;1199;112;83027;3;3;4;17;13;10;51;72;168;275;473;777;1576;2926;4698;5909;6708;7648;10229;5667;1865;324;49416;5;6;16;28;34;20;105;164;335;558;1075;2152;5204;11089;16199;18829;19292;19420;23179;11233;3064;436;132443
2021;OPS-3-606;    Arteriographie der Gefäße der oberen Extremitäten;4;2;10;6;12;14;42;53;90;142;175;293;465;775;922;1045;1062;998;1083;487;90;6;7776;-;5;9;8;11;10;36;39;90;115;146;186;357;510;614;731;823;876;1057;493;129;17;6262;4;7;19;14;23;24;78;92;180;257;321;479;822;1285;1536;1776;1885;1874;2140;980;219;23;14038
2021;OPS-3-607;    Arteriographie der Gefäße der unteren Extremitäten;-;5;11;18;34;16;66;80;154;283;585;1267;3897;9142;13894;15842;15279;13465;14780;6840;1693;193;97544;3;3;6;27;15;10;66;59;110;172;300;546;1293;2757;4737;6297;7261;8569;11605;7099;2799;611;54346;3;8;17;45;49;26;132;139;264;455;885;1813;5190;11899;18631;22139;22540;22034;26385;13939;4492;804;151890
2021;OPS-3-608;    Superselektive Arteriographie;66;50;41;73;65;47;155;206;312;438;620;931;2081;3531;4518;5012;4799;4512;4733;2058;500;70;34818;37;70;42;70;65;45;158;238;353;528;765;1022;1513;2249;2688;2878;3033;3376;4161;2541;1058;239;27129;103;120;83;143;130;92;313;444;665;966;1385;1953;3594;5780;7206;7890;7832;7888;8894;4599;1558;309;61947
2021;OPS-3-60A;    Arteriographie der Rückenmarkgefäße;1;1;3;7;5;1;13;5;11;7;7;17;28;61;74;54;67;45;25;12;-;-;444;-;6;5;7;2;2;3;12;3;7;11;15;16;23;28;28;27;37;23;3;-;-;258;1;7;8;14;7;3;16;17;14;14;18;32;44;84;102;82;94;82;48;15;-;-;702
2021;OPS-3-60X;    Andere Arteriographie;5;2;2;9;6;8;29;29;58;68;87;148;271;428;532;482;438;381;355;157;50;11;3556;4;4;9;6;10;6;31;58;73;83;134;177;289;370;417;399;383;304;392;218;96;20;3483;9;6;11;15;16;14;60;87;131;151;221;325;560;798;949;881;821;685;747;375;146;31;7039
2021;OPS-3-610;    Phlebographie der intrakraniellen Gefäße;4;2;6;8;5;12;23;28;56;61;74;84;144;188;212;213;188;166;176;84;24;2;1760;2;-;3;4;7;15;65;49;66;88;101;134;179;211;212;217;175;192;248;159;61;21;2209;6;2;9;12;12;27;88;77;122;149;175;218;323;399;424;430;363;358;424;243;85;23;3969
2021;OPS-3-611;    Phlebographie der Gefäße von Hals und Thorax;216;167;108;118;87;35;112;130;208;337;433;753;1490;2478;2773;3023;2932;2455;2025;626;118;15;20639;146;156;84;95;78;34;92;102;151;224;290;418;745;1251;1561;1919;2251;2326;1835;598;131;21;14508;362;323;192;213;165;69;204;232;359;561;723;1171;2235;3729;4334;4942;5183;4781;3860;1224;249;36;35147
2021;OPS-3-612;    Phlebographie der Gefäße von Abdomen und Becken;47;103;56;63;42;17;58;91;123;194;288;398;597;901;863;719;569;288;273;71;11;3;5775;51;84;46;54;54;36;108;130;189;265;324;262;431;469;475;477;370;322;254;97;31;6;4535;98;187;102;117;96;53;166;221;312;459;612;660;1028;1370;1338;1196;939;610;527;168;42;9;10310
2021;OPS-3-613;    Phlebographie der Gefäße einer Extremität;5;5;5;10;16;11;23;42;59;76;91;133;220;304;364;446;458;436;509;236;55;8;3512;-;4;12;17;12;20;48;44;57;70;78;104;139;186;238;283;322;341;402;209;76;8;2670;5;9;17;27;28;31;71;86;116;146;169;237;359;490;602;729;780;777;911;445;131;16;6182
2021;OPS-3-614;    Phlebographie d.Gefäße e. Extremität m.Darstellung;58;25;19;28;19;14;43;69;140;137;179;283;445;772;910;1028;1116;1209;1283;580;116;19;8492;33;26;21;11;27;20;70;103;118;164;193;237;343;482;569;662;756;781;911;447;120;18;6112;91;51;40;39;46;34;113;172;258;301;372;520;788;1254;1479;1690;1872;1990;2194;1027;236;37;14604
2021;OPS-3-615;    Kavernosographie;-;-;-;-;-;-;2;5;4;2;5;1;4;2;1;3;-;-;1;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;5;4;2;5;1;4;2;3;3;-;-;1;-;-;-;32
2021;OPS-3-61X;    Andere Phlebographie;1;5;9;7;7;3;6;14;9;13;9;20;35;64;72;96;92;106;99;39;9;2;717;2;7;12;7;2;7;13;12;23;17;23;26;36;62;50;67;88;83;88;46;9;4;684;3;12;21;14;9;10;19;26;32;30;32;46;71;126;122;163;180;189;187;85;18;6;1401
2021;OPS-3-620;    Lymphographie einer Extremität;3;1;1;1;-;-;2;-;-;2;1;4;8;10;18;15;13;15;8;2;-;-;104;1;-;1;-;-;-;2;3;5;3;9;8;12;15;16;22;5;13;14;6;2;1;138;4;1;2;1;-;-;4;3;5;5;10;12;20;25;34;37;18;28;22;8;2;1;242
2021;OPS-3-621;    Lymphographie von zwei Extremitäten;-;-;-;-;1;-;3;-;-;-;2;2;3;6;3;7;3;-;-;-;1;-;31;1;-;-;-;-;-;-;1;3;2;-;4;3;2;2;7;-;-;5;-;-;-;30;1;-;-;-;1;-;3;1;3;2;2;6;6;8;5;14;3;-;5;-;1;-;61
2021;OPS-3-62X;    Andere Lymphographie;2;6;5;1;3;-;1;1;2;4;1;3;17;16;20;11;14;5;4;1;1;-;118;3;2;4;-;1;1;-;5;4;2;2;3;6;7;9;11;5;4;10;-;-;-;79;5;8;9;1;4;1;1;6;6;6;3;6;23;23;29;22;19;9;14;1;1;-;197
2021;OPS-3-690;    Angiographie am Auge;-;1;1;8;9;10;41;39;58;54;77;112;166;223;236;300;277;299;332;146;34;3;2426;-;1;5;8;8;12;41;43;60;51;78;72;106;201;236;229;270;259;352;192;49;13;2286;-;2;6;16;17;22;82;82;118;105;155;184;272;424;472;529;547;558;684;338;83;16;4712
2021;OPS-3-70--3-76;  Nuklearmedizinische diagnostische Verfahren;665;565;323;354;295;224;681;1064;1630;1991;2524;3565;6684;11306;14679;16914;17581;15985;15306;5745;1077;111;119269;323;493;245;323;367;368;1409;1972;3477;4632;6561;8810;15130;17178;19540;20744;17953;17741;17817;7181;1564;256;164084;988;1058;568;677;662;592;2090;3036;5107;6623;9085;12375;21814;28484;34219;37658;35534;33726;33123;12926;2641;367;283353
2021;OPS-3-700;    Szintigraphie von Gehirn und Liquorräumen;3;1;2;2;-;-;1;2;4;4;5;5;10;15;13;22;32;42;33;9;2;-;207;-;2;-;1;1;1;1;3;3;5;3;6;10;14;16;26;33;24;20;8;1;-;178;3;3;2;3;1;1;2;5;7;9;8;11;20;29;29;48;65;66;53;17;3;-;385
2021;OPS-3-701;    Szintigraphie der Schilddrüse;-;1;1;4;7;7;39;90;102;135;180;227;369;567;603;693;673;481;451;148;21;2;4801;-;2;1;11;26;30;143;245;351;394;509;534;906;1070;1064;1064;1042;952;928;385;84;15;9756;-;3;2;15;33;37;182;335;453;529;689;761;1275;1637;1667;1757;1715;1433;1379;533;105;17;14557
2021;OPS-3-702;    Szintigraphie anderer endokriner Organe;8;17;8;1;1;-;3;9;4;11;14;9;22;40;37;25;29;28;25;18;4;-;313;7;13;5;2;2;1;3;8;5;13;14;6;46;43;57;61;64;76;72;36;9;-;543;15;30;13;3;3;1;6;17;9;24;28;15;68;83;94;86;93;104;97;54;13;-;856
2021;OPS-3-703;    Szintigraphie der Lunge;1;-;-;3;5;12;46;72;82;129;146;201;420;730;1002;1178;1280;1216;1248;580;170;21;8542;-;-;-;5;23;60;155;141;182;183;184;222;416;598;903;969;1108;1342;1702;922;302;73;9490;1;-;-;8;28;72;201;213;264;312;330;423;836;1328;1905;2147;2388;2558;2950;1502;472;94;18032
2021;OPS-3-704;    Radionuklidventrikulographie des Herzens;-;-;-;-;1;-;2;-;2;-;5;9;16;34;39;42;46;59;83;31;6;-;375;-;-;-;-;-;-;2;-;3;2;1;8;7;16;10;22;51;36;92;32;2;1;285;-;-;-;-;1;-;4;-;5;2;6;17;23;50;49;64;97;95;175;63;8;1;660
2021;OPS-3-705;    Szintigraphie des Muskel-Skelett-Systems;-;10;17;20;22;13;29;52;75;107;190;301;706;1479;2143;2628;2782;2501;2702;1181;229;23;17210;1;9;12;20;14;6;33;60;177;306;516;890;1550;2032;2670;2895;2754;2774;3089;1357;257;29;21451;1;19;29;40;36;19;62;112;252;413;706;1191;2256;3511;4813;5523;5536;5275;5791;2538;486;52;38661
2021;OPS-3-706;    Szintigraphie der Nieren;562;311;115;63;27;21;49;76;111;111;126;153;256;453;586;698;681;635;573;217;35;6;5865;243;233;84;49;41;22;53;78;101;117;162;200;290;336;395;395;385;334;378;143;38;8;4085;805;544;199;112;68;43;102;154;212;228;288;353;546;789;981;1093;1066;969;951;360;73;14;9950
2021;OPS-3-707;    Szintigraphie des Gastrointestinaltraktes;10;12;10;7;4;2;7;11;21;22;22;31;53;68;79;72;92;60;73;25;7;-;688;11;8;4;4;5;1;24;21;23;26;27;40;34;66;46;78;53;43;35;17;2;1;569;21;20;14;11;9;3;31;32;44;48;49;71;87;134;125;150;145;103;108;42;9;1;1257
2021;OPS-3-708;    Szintigraphie der Blutgefäße;-;-;-;-;-;-;4;3;6;10;5;8;46;73;133;149;139;127;99;18;8;-;828;-;3;-;1;-;-;2;3;6;4;24;33;47;83;83;123;103;80;60;17;4;-;676;-;3;-;1;-;-;6;6;12;14;29;41;93;156;216;272;242;207;159;35;12;-;1504
2021;OPS-3-709;    Szintigraphie des Lymphsystems;-;-;-;3;1;4;13;25;66;108;106;138;265;400;433;500;573;529;566;166;11;-;3907;-;1;-;2;3;-;52;152;553;931;1579;2415;4367;4369;4706;4806;3311;3206;2686;839;136;8;34122;-;1;-;5;4;4;65;177;619;1039;1685;2553;4632;4769;5139;5306;3884;3735;3252;1005;147;8;38029
2021;OPS-3-70A;    Szintigraphie des hämatopoetischen Systems;2;-;-;-;1;-;-;-;1;-;-;1;1;1;5;4;3;3;4;1;-;-;27;-;-;-;1;-;-;-;-;2;-;1;-;2;1;1;1;1;1;-;1;-;-;12;2;-;-;1;1;-;-;-;3;-;1;1;3;2;6;5;4;4;4;2;-;-;39
2021;OPS-3-70B;    Resorptions- und Exkretionstests mit Radionukliden;27;6;13;3;3;5;19;41;54;63;73;92;154;176;168;220;246;137;123;35;3;-;1661;6;1;6;10;10;12;94;126;171;209;225;249;385;383;395;333;319;268;227;83;16;5;3533;33;7;19;13;13;17;113;167;225;272;298;341;539;559;563;553;565;405;350;118;19;5;5194
2021;OPS-3-70C;    Ganzkörper-Szintigraphie z. Lokalisationsdiagnost.;14;50;15;16;21;9;47;146;209;251;290;314;519;776;1076;1342;1447;1314;1024;286;48;1;9215;18;63;24;31;30;50;201;364;476;511;598;624;837;828;792;884;696;528;495;189;40;6;8285;32;113;39;47;51;59;248;510;685;762;888;938;1356;1604;1868;2226;2143;1842;1519;475;88;7;17500
2021;OPS-3-70D;    Teilkörper-Szintigraphie z. Lokalisationsdiagnost.;5;9;4;3;-;-;2;7;7;16;26;21;40;57;56;57;57;44;41;8;1;-;461;3;13;5;-;1;1;15;18;46;68;76;78;133;127;130;115;78;101;97;29;6;-;1140;8;22;9;3;1;1;17;25;53;84;102;99;173;184;186;172;135;145;138;37;7;-;1601
2021;OPS-3-70X;    Andere Szintigraphien;2;-;-;1;3;-;4;3;4;4;6;1;10;22;15;34;36;37;41;11;4;-;238;-;1;1;1;1;-;4;3;3;3;11;8;23;21;32;39;23;31;37;13;5;-;260;2;1;1;2;4;-;8;6;7;7;17;9;33;43;47;73;59;68;78;24;9;-;498
2021;OPS-3-720;    Single-Photon-Emissionscomputertomogr. des Gehirns;1;1;3;1;-;7;7;17;11;9;15;20;28;50;67;75;112;130;85;25;2;-;666;-;1;2;-;-;2;9;5;9;10;13;15;35;42;47;68;88;87;71;19;4;-;527;1;2;5;1;-;9;16;22;20;19;28;35;63;92;114;143;200;217;156;44;6;-;1193
2021;OPS-3-721;    Single-Photon-Emissionscomputertomogr. des Herzens;-;-;1;2;-;3;7;11;44;60;159;348;560;999;1323;1424;1563;1716;1804;783;109;12;10928;-;-;-;-;-;-;11;11;25;32;84;125;252;453;627;761;908;1124;1339;672;95;4;6523;-;-;1;2;-;3;18;22;69;92;243;473;812;1452;1950;2185;2471;2840;3143;1455;204;16;17451
2021;OPS-3-722;    Single-Photon-Emissionscomputertomogr. der Lunge;1;-;-;-;2;15;42;38;70;92;117;166;313;501;712;860;966;879;974;435;135;21;6339;-;-;-;2;10;36;109;91;129;128;145;166;299;438;644;747;795;952;1094;605;186;55;6631;1;-;-;2;12;51;151;129;199;220;262;332;612;939;1356;1607;1761;1831;2068;1040;321;76;12970
2021;OPS-3-724;    Teilkörper-Single-Photon-Emissionscomputertomogr.;16;40;23;18;20;3;18;40;54;60;89;140;273;572;858;1017;1047;1023;1009;475;88;13;6896;11;70;31;23;16;13;39;69;102;163;227;315;537;758;860;957;941;997;1163;480;130;18;7920;27;110;54;41;36;16;57;109;156;223;316;455;810;1330;1718;1974;1988;2020;2172;955;218;31;14816
2021;OPS-3-72X;    Andere Single-Photon-Emissionscomputertomographie;1;1;6;2;-;-;3;5;13;6;10;16;22;40;52;54;42;39;46;12;1;-;371;1;5;4;2;2;-;7;12;17;23;34;28;54;45;51;70;68;55;74;37;11;-;600;2;6;10;4;2;-;10;17;30;29;44;44;76;85;103;124;110;94;120;49;12;-;971
2021;OPS-3-730;    Single-Photon-Emissionscomputertom.m. CT d.Gehirns;-;1;-;1;2;2;1;1;4;2;4;2;2;18;16;13;26;24;20;6;1;-;146;-;1;-;-;1;-;1;1;1;4;4;4;8;6;3;10;9;11;10;4;1;-;79;-;2;-;1;3;2;2;2;5;6;8;6;10;24;19;23;35;35;30;10;2;-;225
2021;OPS-3-731;    Single-Photon-Emissionscomputertom.m. CT d.Herzens;-;-;-;-;-;1;1;2;6;4;15;38;66;115;134;159;135;131;136;57;8;1;1009;-;-;-;-;-;-;4;-;4;4;13;18;26;46;58;69;74;99;105;43;11;-;574;-;-;-;-;-;1;5;2;10;8;28;56;92;161;192;228;209;230;241;100;19;1;1583
2021;OPS-3-732;    Single-Photon-Emissionscomputertomogr.m.CT d.Lunge;-;1;1;1;1;7;18;12;34;39;52;72;153;220;337;383;351;313;315;110;33;3;2456;-;1;-;-;3;9;37;28;57;53;58;84;136;175;288;299;256;302;335;157;54;13;2345;-;2;1;1;4;16;55;40;91;92;110;156;289;395;625;682;607;615;650;267;87;16;4801
2021;OPS-3-733;    Single-Photon-Emissionscomputertom.m.CT d.Skeletts;-;10;4;2;1;4;3;13;24;30;45;73;160;270;349;423;438;432;407;150;27;-;2865;2;6;8;4;11;1;15;19;48;43;83;92;179;228;268;303;283;286;313;120;29;4;2345;2;16;12;6;12;5;18;32;72;73;128;165;339;498;617;726;721;718;720;270;56;4;5210
2021;OPS-3-73X;    And. Single-Photon-Emissionscomputertomogr. m. CT;5;19;6;17;7;3;38;71;133;134;166;190;350;491;604;801;900;756;693;161;19;-;5564;12;19;9;14;12;22;106;173;274;320;377;379;581;583;565;571;527;440;364;105;22;5;5480;17;38;15;31;19;25;144;244;407;454;543;569;931;1074;1169;1372;1427;1196;1057;266;41;5;11044
2021;OPS-3-740;    Positronenemissionstomographie des Gehirns;-;3;-;1;1;1;7;7;16;12;11;17;26;56;40;40;56;55;25;5;-;-;379;-;-;1;1;5;7;9;4;4;12;19;17;27;29;37;54;37;34;24;3;1;-;325;-;3;1;2;6;8;16;11;20;24;30;34;53;85;77;94;93;89;49;8;1;-;704
2021;OPS-3-741;    Positronenemissionstomographie des Herzens;-;-;-;-;-;-;1;-;3;2;5;4;8;23;20;19;18;21;15;1;2;-;142;-;-;-;-;1;-;1;1;-;-;2;8;2;2;2;5;5;5;7;2;-;-;43;-;-;-;-;1;-;2;1;3;2;7;12;10;25;22;24;23;26;22;3;2;-;185
2021;OPS-3-742;    Positronenemissionstomographie d.ges.Körperstammes;1;17;17;39;31;16;35;35;52;48;63;92;165;259;316;327;277;233;189;57;14;1;2284;2;9;11;34;21;15;34;36;38;66;51;82;113;138;160;214;161;149;136;45;1;-;1516;3;26;28;73;52;31;69;71;90;114;114;174;278;397;476;541;438;382;325;102;15;1;3800
2021;OPS-3-74X;    Andere Positronenemissionstomographie;-;1;6;7;3;2;6;4;10;10;15;19;36;57;75;82;70;52;51;7;3;-;516;1;-;3;2;5;-;7;5;4;8;9;14;28;45;41;57;57;33;24;5;-;-;348;1;1;9;9;8;2;13;9;14;18;24;33;64;102;116;139;127;85;75;12;3;-;864
2021;OPS-3-750;    Positronenemissionstomographie m. CT des Gehirns;2;8;9;9;9;10;25;24;48;34;26;48;77;134;126;150;139;122;74;17;1;-;1092;-;4;1;11;7;13;21;18;29;32;30;43;53;93;74;93;88;93;62;20;4;-;789;2;12;10;20;16;23;46;42;77;66;56;91;130;227;200;243;227;215;136;37;5;-;1881
2021;OPS-3-751;    Positronenemissionstomographie m. CT des Herzens;-;-;-;3;-;1;3;1;3;8;8;22;41;66;84;71;96;69;92;26;1;-;595;-;-;-;-;-;-;1;1;2;5;2;12;20;13;16;29;24;21;24;7;-;-;177;-;-;-;3;-;1;4;2;5;13;10;34;61;79;100;100;120;90;116;33;1;-;772
