ZE;Bezeichnung;ZED;OPS-Kode;OPS-Text;Betrag
ZE136;Medikamente-freisetzende Ballons an Koronargefäßen;ZE136.04;8-83b.b9;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Vier oder mehr medikamentefreisetzende Ballons an Koronargefäßen;1.360,42 €
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.02;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Gefäße Schulter und Oberarm;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.03;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Gefäße Unterarm;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.08;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Andere Gefäße thorakal;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0a;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Gefäße viszeral;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0c;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Gefäße Unterschenkel;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0e;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Künstliche Gefäße;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0q;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Andere Arterien abdominal und pelvin;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0r;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Andere Venen abdominal und pelvin;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0s;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Arterien Oberschenkel;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;;8-836.0t;(Perkutan-)transluminale Gefäßintervention: Ballon-Angioplastie: Venen Oberschenkel;
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;ZE137.01;8-83b.ba;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Ein medikamentefreisetzender Ballon an anderen Gefäßen;148,68 €
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;ZE137.02;8-83b.bb;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Zwei medikamentefreisetzende Ballons an anderen Gefäßen;527,16 €
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;ZE137.03;8-83b.bc;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Drei medikamentefreisetzende Ballons an anderen Gefäßen;905,64 €
ZE137;Medikamente-freisetzende Ballons an anderen Gefäßen;ZE137.04;8-83b.bd;Zusatzinformationen zu Materialien: Art der verwendeten Ballons: Vier oder mehr medikamentefreisetzende Ballons an anderen Gefäßen;1.284,12 €
ZE138;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, mit Sondenimplantation;;5-039.e0;Implantation oder Wechsel eines Neurostimulators zur epiduralen Rückenmarkstimulation mit Implantation oder Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE138;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, mit Sondenimplantation;;5-039.k0;Implantation oder Wechsel eines Neurostimulators zur Stimulation von Spinalganglien mit Implantation oder Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE138;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, mit Sondenimplantation;;5-059.c0;Implantation oder Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems mit Implantation oder Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-039.f0;Wechsel eines Neurostimulators zur epiduralen Rückenmarkstimulation ohne Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-039.m0;Wechsel eines Neurostimulators zur Stimulation von Spinalganglien ohne Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-039.n0;Implantation eines Neurostimulators zur epiduralen Rückenmarkstimulation ohne Implantation einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-039.q0;Implantation eines Neurostimulators zur Stimulation von Spinalganglien ohne Implantation einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-059.d0;Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems ohne Wechsel einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE139;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Einkanalstimulator, ohne Sondenimplantation;;5-059.g0;Implantation eines Neurostimulators zur Stimulation des peripheren Nervensystems ohne Implantation einer Neurostimulationselektrode: Einkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE140;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, mit Sondenimplantation;;5-039.e1;Implantation oder Wechsel eines Neurostimulators zur epiduralen Rückenmarkstimulation mit Implantation oder Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE140;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, mit Sondenimplantation;;5-039.k1;Implantation oder Wechsel eines Neurostimulators zur Stimulation von Spinalganglien mit Implantation oder Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE140;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, mit Sondenimplantation;;5-059.c1;Implantation oder Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems mit Implantation oder Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-039.f1;Wechsel eines Neurostimulators zur epiduralen Rückenmarkstimulation ohne Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-039.m1;Wechsel eines Neurostimulators zur Stimulation von Spinalganglien ohne Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-039.n1;Implantation eines Neurostimulators zur epiduralen Rückenmarkstimulation ohne Implantation einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-039.q1;Implantation eines Neurostimulators zur Stimulation von Spinalganglien ohne Implantation einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-059.d1;Wechsel eines Neurostimulators zur Stimulation des peripheren Nervensystems ohne Wechsel einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE141;Neurostimulatoren zur Rückenmarkstimulation oder zur Stimulation des peripheren Nervensystems, Mehrkanalstimulator, nicht wiederaufladbar, ohne Sondenimplantation;;5-059.g1;Implantation eines Neurostimulators zur Stimulation des peripheren Nervensystems ohne Implantation einer Neurostimulationselektrode: Mehrkanalstimulator, vollimplantierbar, nicht wiederaufladbar;siehe Anlage 2
ZE143;Gabe von Plerixafor, parenteral;;;Applikation von Medikamenten, Liste 5: Plerixafor, parenteral;Applikation von Medikamenten, Liste 5: Plerixafor, parenteral
ZE143;Gabe von Plerixafor, parenteral;ZE143.01;6-005.e0;2,5 mg bis unter 5,0 mg;966,85 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.02;6-005.e1;5,0 mg bis unter 10,0 mg;1.933,69 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.03;6-005.e2;10,0 mg bis unter 15,0 mg;3.383,96 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.04;6-005.e3;15,0 mg bis unter 20,0 mg;4.834,23 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.05;6-005.e4;20,0 mg bis unter 25,0 mg;6.284,50 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.06;6-005.e5;25,0 mg bis unter 30,0 mg;7.734,77 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.07;6-005.e6;30,0 mg bis unter 35,0 mg;9.185,04 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.08;6-005.e7;35,0 mg bis unter 40,0 mg;10.635,31 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.09;6-005.e8;40,0 mg bis unter 45,0 mg;12.022,73 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.10;6-005.e9;45,0 mg bis unter 50,0 mg;13.535,84 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.11;6-005.ea;50,0 mg bis unter 60,0 mg;15.469,54 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.12;6-005.eb;60,0 mg bis unter 70,0 mg;18.370,07 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.13;6-005.ec;70,0 mg bis unter 80,0 mg;21.270,61 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.14;6-005.ed;80,0 mg bis unter 100,0 mg;25.138,00 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.15;6-005.ee;100,0 mg bis unter 120,0 mg;30.939,07 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.16;6-005.ef;120,0 mg bis unter 140,0 mg;36.740,15 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.17;6-005.eg;140,0 mg bis unter 160,0 mg;42.541,22 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.18;6-005.eh;160,0 mg bis unter 180,0 mg;48.342,30 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.19;6-005.ej;180,0 mg bis unter 200,0 mg;54.143,38 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.20;6-005.ek;200,0 mg bis unter 220,0 mg;59.944,45 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.21;6-005.em;220,0 mg bis unter 240,0 mg;65.745,53 €
ZE143;Gabe von Plerixafor, parenteral;ZE143.22;6-005.en;240,0 mg oder mehr;71.546,60 €
ZE144;Gabe von Romiplostim, parenteral;;;Applikation von Medikamenten, Liste 5: Romiplostim, parenteral;Applikation von Medikamenten, Liste 5: Romiplostim, parenteral
ZE144;Gabe von Romiplostim, parenteral;ZE144.016);6-005.90;100 µg bis unter 200 µg;375,32 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.02;6-005.91;200 µg bis unter 300 µg;656,81 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.03;6-005.92;300 µg bis unter 400 µg;938,30 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.04;6-005.93;400 µg bis unter 500 µg;1.219,79 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.05;6-005.94;500 µg bis unter 600 µg;1.423,58 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.06;6-005.95;600 µg bis unter 700 µg;1.782,77 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.07;6-005.96;700 µg bis unter 800 µg;2.064,26 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.08;6-005.97;800 µg bis unter 900 µg;2.345,75 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.09;6-005.98;900 µg bis unter 1.000 µg;2.627,24 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.10;6-005.99;1.000 µg bis unter 1.200 µg;2.814,90 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.11;6-005.9a;1.200 µg bis unter 1.400 µg;3.565,54 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.12;6-005.9b;1.400 µg bis unter 1.600 µg;4.128,52 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.13;6-005.9c;1.600 µg bis unter 1.800 µg;4.691,50 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.14;6-005.9d;1.800 µg bis unter 2.000 µg;5.254,48 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.15;6-005.9e;2.000 µg bis unter 2.400 µg;6.005,12 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.16;6-005.9f;2.400 µg bis unter 2.800 µg;7.131,08 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.17;6-005.9g;2.800 µg bis unter 3.200 µg;8.257,04 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.18;6-005.9h;3.200 µg bis unter 3.600 µg;9.383,00 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.19;6-005.9j;3.600 µg bis unter 4.000 µg;10.508,96 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.20;6-005.9k;4.000 µg bis unter 4.400 µg;11.634,92 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.21;6-005.9m;4.400 µg bis unter 4.800 µg;12.760,88 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.22;6-005.9n;4.800 µg bis unter 5.200 µg;13.886,84 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.23;6-005.9p;5.200 µg bis unter 5.600 µg;15.012,80 €
ZE144;Gabe von Romiplostim, parenteral;ZE144.24;6-005.9q;5.600 µg oder mehr;16.138,76 €
ZE145;Spezialisierte stationäre palliativmedizinische Komplexbehandlung;ZE145.01;8-98e.1;Spezialisierte stationäre palliativmedizinische Komplexbehandlung: Mindestens 7 bis höchstens 13 Behandlungstage;990,45 €
ZE145;Spezialisierte stationäre palliativmedizinische Komplexbehandlung;ZE145.02;8-98e.2;Spezialisierte stationäre palliativmedizinische Komplexbehandlung: Mindestens 14 bis höchstens 20 Behandlungstage;1.026,51 €
ZE145;Spezialisierte stationäre palliativmedizinische Komplexbehandlung;ZE145.03;8-98e.3;Spezialisierte stationäre palliativmedizinische Komplexbehandlung: Mindestens 21 Behandlungstage;1.754,47 €
ZE146;Gabe von Thrombozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Thrombozytenkonzentrat;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Thrombozytenkonzentrat
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.016);8-800.g1;2 Thrombozytenkonzentrate;566,55 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.026);8-800.g2;3 Thrombozytenkonzentrate;849,83 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.03;8-800.g3;4 Thrombozytenkonzentrate;1.133,11 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.04;8-800.g4;5 Thrombozytenkonzentrate;1.416,39 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.05;8-800.g5;6 bis unter 8 Thrombozytenkonzentrate;1.810,14 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.06;8-800.g6;8 bis unter 10 Thrombozytenkonzentrate;2.390,86 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.07;8-800.g7;10 bis unter 12 Thrombozytenkonzentrate;2.965,91 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.08;8-800.g8;12 bis unter 14 Thrombozytenkonzentrate;3.529,63 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.09;8-800.g9;14 bis unter 16 Thrombozytenkonzentrate;4.107,52 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.10;8-800.ga;16 bis unter 18 Thrombozytenkonzentrate;4.674,07 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.11;8-800.gb;18 bis unter 20 Thrombozytenkonzentrate;5.240,62 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.12;8-800.gc;20 bis unter 24 Thrombozytenkonzentrate;5.948,82 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.13;8-800.gd;24 bis unter 28 Thrombozytenkonzentrate;7.081,93 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.14;8-800.ge;28 bis unter 32 Thrombozytenkonzentrate;8.215,03 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.15;8-800.gf;32 bis unter 36 Thrombozytenkonzentrate;9.348,14 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.16;8-800.gg;36 bis unter 40 Thrombozytenkonzentrate;10.481,25 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.17;8-800.gh;40 bis unter 46 Thrombozytenkonzentrate;11.756,00 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.18;8-800.gj;46 bis unter 52 Thrombozytenkonzentrate;13.455,66 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.19;8-800.gk;52 bis unter 58 Thrombozytenkonzentrate;15.155,32 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.20;8-800.gm;58 bis unter 64 Thrombozytenkonzentrate;16.854,98 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.21;8-800.gn;64 bis unter 70 Thrombozytenkonzentrate;18.554,64 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.22;8-800.gp;70 bis unter 78 Thrombozytenkonzentrate;20.395,94 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.23;8-800.gq;78 bis unter 86 Thrombozytenkonzentrate;22.662,16 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.24;8-800.gr;86 bis unter 94 Thrombozytenkonzentrate;24.928,38 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.25;8-800.gs;94 bis unter 102 Thrombozytenkonzentrate;27.194,59 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.26;8-800.gt;102 bis unter 110 Thrombozytenkonzentrate;29.460,81 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.27;8-800.gu;110 bis unter 118 Thrombozytenkonzentrate;31.727,02 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.28;8-800.gv;118 bis unter 126 Thrombozytenkonzentrate;33.993,24 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.29;;Siehe weitere Differenzierung ZE146.30 - ZE146.46;
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.30;8-800.gz;126 bis unter 134 Thrombozytenkonzentrate;36.259,46 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.31;8-800.m0;134 bis unter 146 Thrombozytenkonzentrate;38.808,95 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.32;8-800.m1;146 bis unter 158 Thrombozytenkonzentrate;42.208,27 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.33;8-800.m2;158 bis unter 170 Thrombozytenkonzentrate;45.607,60 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.34;8-800.m3;170 bis unter 182 Thrombozytenkonzentrate;49.006,92 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.35;8-800.m4;182 bis unter 194 Thrombozytenkonzentrate;52.406,25 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.36;8-800.m5;194 bis unter 210 Thrombozytenkonzentrate;56.088,85 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.37;8-800.m6;210 bis unter 226 Thrombozytenkonzentrate;60.621,28 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.38;8-800.m7;226 bis unter 242 Thrombozytenkonzentrate;65.153,71 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.39;8-800.m8;242 bis unter 258 Thrombozytenkonzentrate;69.686,14 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.40;8-800.m9;258 bis unter 274 Thrombozytenkonzentrate;74.218,57 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.41;8-800.ma;274 bis unter 294 Thrombozytenkonzentrate;79.034,28 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.42;8-800.mb;294 bis unter 314 Thrombozytenkonzentrate;84.699,82 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.43;8-800.mc;314 bis unter 334 Thrombozytenkonzentrate;90.365,36 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.44;8-800.md;334 bis unter 354 Thrombozytenkonzentrate;96.030,90 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.45;8-800.me;354 bis unter 374 Thrombozytenkonzentrate;101.696,44 €
ZE146;Gabe von Thrombozytenkonzentraten;ZE146.46;8-800.mf;374 oder mehr Thrombozytenkonzentrate;107.361,98 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Apherese-Thrombozytenkonzentrat;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Apherese-Thrombozytenkonzentrat
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.016);8-800.f0;1 Apherese-Thrombozytenkonzentrat;354,04 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.02;8-800.f1;2 Apherese-Thrombozytenkonzentrate;708,08 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.03;8-800.f2;3 Apherese-Thrombozytenkonzentrate;1.062,12 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.04;8-800.f3;4 Apherese-Thrombozytenkonzentrate;1.416,16 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.05;8-800.f4;5 Apherese-Thrombozytenkonzentrate;1.770,21 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.06;8-800.f5;6 bis unter 8 Apherese-Thrombozytenkonzentrate;2.263,32 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.07;8-800.f6;8 bis unter 10 Apherese-Thrombozytenkonzentrate;2.981,20 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.08;8-800.f7;10 bis unter 12 Apherese-Thrombozytenkonzentrate;3.688,59 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.09;8-800.f8;12 bis unter 14 Apherese-Thrombozytenkonzentrate;4.375,59 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.10;8-800.f9;14 bis unter 16 Apherese-Thrombozytenkonzentrate;5.098,19 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.11;8-800.fa;16 bis unter 18 Apherese-Thrombozytenkonzentrate;5.859,09 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.12;8-800.fb;18 bis unter 20 Apherese-Thrombozytenkonzentrate;6.518,98 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.13;8-800.fc;20 bis unter 24 Apherese-Thrombozytenkonzentrate;7.434,87 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.14;8-800.fd;24 bis unter 28 Apherese-Thrombozytenkonzentrate;8.851,03 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.15;8-800.fe;28 bis unter 32 Apherese-Thrombozytenkonzentrate;10.267,19 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.16;8-800.ff;32 bis unter 36 Apherese-Thrombozytenkonzentrate;11.683,36 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.17;8-800.fg;36 bis unter 40 Apherese-Thrombozytenkonzentrate;13.099,52 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.18;8-800.fh;40 bis unter 46 Apherese-Thrombozytenkonzentrate;14.692,71 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.19;8-800.fj;46 bis unter 52 Apherese-Thrombozytenkonzentrate;16.816,96 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.20;8-800.fk;52 bis unter 58 Apherese-Thrombozytenkonzentrate;18.941,20 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.21;8-800.fm;58 bis unter 64 Apherese-Thrombozytenkonzentrate;21.065,45 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.22;8-800.fn;64 bis unter 70 Apherese-Thrombozytenkonzentrate;23.189,70 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.23;8-800.fp;70 bis unter 78 Apherese-Thrombozytenkonzentrate;25.490,97 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.24;8-800.fq;78 bis unter 86 Apherese-Thrombozytenkonzentrate;28.323,30 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.25;8-800.fr;86 bis unter 94 Apherese-Thrombozytenkonzentrate;31.155,63 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.26;8-800.fs;94 bis unter 102 Apherese-Thrombozytenkonzentrate;33.987,96 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.27;8-800.ft;102 bis unter 110 Apherese-Thrombozytenkonzentrate;36.820,28 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.28;8-800.fu;110 bis unter 118 Apherese-Thrombozytenkonzentrate;39.652,61 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.29;8-800.fv;118 bis unter 126 Apherese-Thrombozytenkonzentrate;42.484,94 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.30;;Siehe weitere Differenzierung ZE147.31 - ZE147.47;
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.31;8-800.fz;126 bis unter 134 Apherese-Thrombozytenkonzentrate;45.317,27 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.32;8-800.k0;134 bis unter 146 Apherese-Thrombozytenkonzentrate;48.503,64 €
ZE147;Gabe von Apherese-Thrombozytenkonzentraten;ZE147.33;8-800.k1;146 bis unter 158 Apherese-Thrombozytenkonzentrate;52.752,14 €
