DRG;Partition;Bezeichnung;Bewertungsrelation bei Hauptabteilung;Bewertungsrelation bei Hauptabteilung und Beleghebamme;Mittlere Verweildauer;Untere Grenzverweildauer;Untere Grenzverweildauer: Bewertungsrelation pro Tag;Obere Grenzverweildauer;Obere Grenzverweildauer: Bewertungsrelation pro Tag;Externe Verlegung Abschlag pro Tag;Verlegungsfallpauschale;Ausnahme von Wiederaufnahme;Pflegeerlös Bewertungsrelation pro Tag
F36B;O;Intensivmed. Komplexbeh. bei Krankh. und Störungen d. Kreislaufsyst. m. kompliz. Fakt., > 588 / 828 / - P. od. > - / - / 1104 P. m. best. OR-Proz., ohne aufwend. Eingr. od. > - / 552 / 552 P. m. best. Aortenstent od. minimalinv. Eingr. an mehrer. Herzkl.;10,504;;25,4;7;0,872;43;0,274;;x;x;3,0204
F36C;O;Intensivmedizinische Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems mit komplizierenden Faktoren, > - / 552 / 552 Aufwandspunkte ohne bestimmte OR-Prozedur, ohne bestimmten Aortenstent oder bestimmter mehrzeitiger komplexer Eingriff;8,331;;23,5;7;0,687;41;0,234;;x;x;2,6084
F39A;O;Unterbindung und Stripping von Venen mit beidseitigem Eingriff oder bestimmter Diagnose oder äußerst schweren oder schweren CC;0,637;;2,7;1;0,060;7;0,076;0,079;;;0,7804
F39B;O;Unterbindung und Stripping von Venen ohne beidseitigen Eingriff, ohne bestimmte Diagnose, ohne äußerst schwere oder schwere CC;0,565;;2,1;1;0,045;4;0,092;0,088;;;1,0899
F41A;A;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt mit äußerst schweren CC;2,184;;17,7;5;0,304;32;0,072;0,097;;;1,0851
F41B;A;Invasive kardiologische Diagnostik bei akutem Myokardinfarkt ohne äußerst schwere CC;0,782;;5,3;1;0,328;12;0,072;0,086;;;0,9655
F42Z;O;Operation b. kompl. angeb. Herzfehler, Hybridchirurgie, best. Herzklappeneingriffe od. and. Eingriffe m. Herz-Lungen-Maschine m. invas. kardiolog. Diagnostik bei Kindern od. best. rekonstruktive Gefäßeingriffe oh. Herz-Lungen-Maschine m. kompl. Eingriff;6,870;;13,7;4;0,465;28;0,267;0,159;;;1,8015
F43A;A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter < 6 Jahre oder intensivmedizinische Komplexbehandlung > 392 / 552 / 552 Aufwandspunkte oder best. Impl. herzunterst. System;5,208;;24,5;7;0,581;43;0,190;0,182;;x;2,3237
F43B;A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems oh. IntK > 392 / 552 / 552 Pkte, Alter > 5 J. und Alter < 16 J. od. mit kompl. Konstell. od. best. OR-Prozedur od. IntK > - / 368 / - Punkte, ohne best. Impl. herzunterst. System;4,344;;15,5;4;0,522;30;0,118;0,158;;x;1,9123
F43C;A;Beatmung > 24 Stunden bei Krankheiten und Störungen des Kreislaufsystems, Alter > 15 ., ohne intensivmed. Komplexbehandlung > 392 / 368 / 552 Aufwandspunkte, ohne komplizierende Konstellation, ohne best. OR-Prozedur, ohne best. Impl. herzunterst. System;1,941;;10,7;3;0,449;24;0,117;0,153;;x;2,0726
F48Z;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Kreislaufsystems;1,474;;20,3;;;31;0,050;0,068;;;0,7458
F49A;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC oder IntK > 196 / 184 / 368 Aufwandspunkten, mit komplexem Eingriff oder Alter < 10 Jahre;2,817;;17,1;5;0,406;33;0,100;0,135;;;1,3588
F49B;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, mit äußerst schweren CC oder IntK > 196 / 184 / 368 Aufwandspunkten, ohne komplexen Eingriff, Alter > 9 Jahre;2,386;;16,8;5;0,346;32;0,087;0,117;;;1,3389
F49C;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, ohne IntK > 196 / 184 / 368 Aufwandspunkte, Alter < 18 Jahre;1,015;;2,4;1;0,126;5;0,135;0,096;;;1,8180
F49D;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, ohne IntK > 196 / 184 / 368 Aufwandspunkte, Alter > 17 Jahre, mit schweren CC, mehr als ein Belegungstag;1,497;;13,4;3;0,297;26;0,062;0,082;;;0,8811
F49E;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne IntK > 196 / 184 / 368 Aufwandspunkte, Alter > 17 Jahre, ohne schwere CC bei BT > 1, mit kardialem Mapping oder bestimmter komplexer Diagnose;0,983;;4,5;1;0,364;11;0,078;0,091;;;0,8791
F49F;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, ohne IntK > 196 / 184 / 368 Aufwandspunkte, Alter > 17 Jahre, ohne kardiales Mapping, ohne schwere CC bei BT > 1, ohne best. kompl. Diagnose, mit best. Eingr.;0,826;;5,9;1;0,299;14;0,061;0,075;;;0,7306
F49G;A;Invasive kardiologische Diagnostik außer bei akutem Myokardinfarkt, ohne äußerst schwere CC, ohne IntK > 196 / 184 / 368 Aufwandspunkte, Alter > 17 Jahre, ohne kardiales Mapping, ohne schwere CC bei BT > 1, ohne komplexe Diagnose, ohne best. Eingriff;0,551;;3,7;1;0,207;8;0,064;0,072;;;0,7410
F50A;O;Ablative Maßnahmen bei Herzrhythmusstörungen mit hochkomplexer Ablation im linken Vorhof, Ventrikel oder Pulmonalvenen oder Implantation eines Ereignisrekorders oder Alter < 16 Jahre;2,168;;3,5;1;0,310;8;0,071;0,079;;;0,9308
F50B;O;Ablative Maßnahmen bei Herzrhythmusstörungen ohne hochkomplexe Ablation im linken Vorhof, Ventrikel oder Pulmonalvenen, ohne Implantation eines Ereignisrekorders, mit komplexer Ablation, Alter > 15 Jahre;1,553;;3,5;1;0,188;8;0,065;0,072;;;0,8921
F50C;O;Ablative Maßnahmen bei Herzrhythmusstörungen ohne hochkomplexe Ablation im linken Vorhof, Ventrikel oder Pulmonalvenen, ohne Implantation eines Ereignisrekorders, ohne komplexe Ablation, Alter > 15 Jahre;1,087;;3,2;1;0,219;8;0,064;0,070;;;0,9480
F51A;O;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, thorakal oder mit bestimmter Aortenprothesenkombination;5,589;;9,6;2;0,441;21;0,138;0,125;;;1,2389
F51B;O;Endovaskuläre Implantation von Stent-Prothesen an der Aorta, nicht thorakal, ohne bestimmte Aortenprothesenkombination;3,834;;6,9;1;0,409;13;0,083;0,104;;;0,8880
F52A;O;Perkutane Koronarangioplastie mit komplexer Diagnose, mit äußerst schweren CC;2,468;;15,3;4;0,365;30;0,083;0,112;;;1,3531
F52B;O;Perkutane Koronarangioplastie mit komplexer Diagnose, ohne äußerst schwere CC oder mit intrakoronarer Brachytherapie oder bestimmte Intervention;1,070;;5,3;1;0,350;11;0,075;0,089;;;1,0419
F56A;O;Perkutane Koronarangioplastie mit bestimmter hochkomplexer Intervention, mit äußerst schweren CC;2,091;;10,6;3;0,298;22;0,079;0,103;;;1,2054
F56B;O;Perkutane Koronarangioplastie mit hochkomplexer Intervention, ohne bestimmte hochkomplexe Intervention oder ohne äußerst schwere CC oder Kryoplastie;1,010;;3,6;1;0,289;8;0,063;0,070;;;0,8524
F58A;O;Perkutane Koronarangioplastie mit äußerst schweren CC;1,726;;11,0;3;0,282;22;0,072;0,094;;;1,0932
F58B;O;Perkutane Koronarangioplastie ohne äußerst schwere CC;0,779;;3,4;1;0,229;8;0,065;0,072;;;0,8490
F59A;O;Mäßig komplexe Gefäßeingriffe mit äußerst schweren CC;2,908;;18,1;5;0,337;35;0,078;0,106;;;0,9983
F59B;O;Mäßig komplexe Gefäßeingriffe mit aufwendiger Gefäßintervention, ohne äußerst schwere CC;1,843;;4,7;1;0,543;11;0,172;0,203;;;0,8846
F59C;O;Mäßig komplexe Gefäßeingriffe ohne äußerst schwere CC, ohne aufwendige Gefäßintervention, mit aufwendigem Eingriff oder Mehrfacheingriff oder bestimmter Diagnose oder Alter < 16 Jahre, mehr als ein Belegungstag;1,606;;6,7;1;0,404;15;0,085;0,105;;;0,8131
F59D;O;Mäßig komplexe Gefäßeingriffe ohne äußerst schwere CC, ohne aufwendige Gefäßintervention, mit bestimmtem Eingriff oder anderem Mehrfacheingriff, Alter > 15 Jahre oder ein Belegungstag oder mit pAVK mit Gangrän, mehr als ein Belegungstag;1,171;;5,5;1;0,274;14;0,084;0,102;;;0,7973
F59E;O;Mäßig komplexe Gefäßeingriffe ohne äußerst schwere CC, ohne aufwend. Gefäßinterv., mit best. anderen Eingriff oder best. Mehrfacheingriff oder PTA, mehr als ein Belegungstag, ohne aufwendigen oder bestimmten Eingr., Alter > 15 Jahre oder ein Belegungstag;0,927;;4,0;1;0,225;10;0,104;0,118;;;0,7964
F59F;O;Mäßig komplexe Gefäßeingriffe ohne äußerst schwere CC, ohne aufwendige Gefäßintervention, ohne aufwendigen, bestimmten oder bestimmten anderen Eingriff, ohne Mehrfacheingriff, Alter > 15 Jahre oder ein Belegungstag;0,714;;2,9;1;0,176;7;0,119;0,127;;;0,8567
F60A;M;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik mit äußerst schweren CC;1,266;;12,7;3;0,302;26;0,067;0,088;;;1,1067
F60B;M;Akuter Myokardinfarkt ohne invasive kardiologische Diagnostik ohne äußerst schwere CC;0,544;;5,7;1;0,380;13;0,065;0,079;;;0,9204
F61A;M;Infektiöse Endokarditis mit komplizierender Diagnose oder mit komplizierender Konstellation;2,738;;28,6;9;0,258;47;0,063;0,087;;;0,9845
F61B;M;Infektiöse Endokarditis ohne komplizierende Diagnose, ohne komplizierende Konstellation;2,209;;26,3;8;0,233;44;0,056;0,077;;;0,7787
F62A;M;Herzinsuffizienz und Schock mit äußerst schweren CC, mit Dialyse oder komplizierender Diagnose oder mit bestimmter hochaufwendiger Behandlung mit intensivmedizinischer Komplexbehandlung > 196 / 184 / 368 Punkte oder komplizierender Konstellation;2,085;;19,6;6;0,266;37;0,066;0,090;;;1,0435
F62B;M;Herzinsuff. und Schock mit äuß. schw. CC, mit Dialyse oder kompliz. Diag. od. mit best. hochaufw. Beh. od. ohne kompliz. Konst., ohne best. hochaufw. Beh., mehr als 1 BT bei best. akuten Nierenvers. mit äuß. schw. CC od. Komplexbeh. des akut. Schlaganf.;1,751;;18,4;5;0,277;34;0,063;0,086;;;1,0235
F62C;M;Herzinsuffizienz und Schock ohne äuß. schw. CC od. ohne Dialyse, ohne kompliz. Diagnose, ohne kompliz. Konst., ohne best. hochaufw. Beh., mehr als 1 Belegungstag, ohne best. akut. Nierenvers. od. ohne äuß. schw. CC. ohne Komplexbeh. des akut. Schlaganf.;0,657;;8,1;2;0,212;17;0,055;0,070;;;0,7880
F62D;M;Herzinsuffizienz und Schock ohne äußerst schwere CC oder ohne Dialyse, ohne komplizierende Diagnose, ohne komplizierende Konstellation, ohne bestimmte hochaufwendige Behandlung, ein Belegungstag;0,188;;1,0;;;;;;;;1,2061
F63A;M;Venenthrombose mit äußerst schweren CC;1,149;;12,6;3;0,264;25;0,059;0,078;;;0,8890
F63B;M;Venenthrombose ohne äußerst schwere CC;0,432;;4,5;1;0,243;10;0,063;0,073;;;0,7281
F64Z;M;Hautulkus bei Kreislauferkrankungen;0,643;;8,1;2;0,209;16;0,054;0,069;;;0,7280
F65A;M;Periphere Gefäßkrankheiten mit komplexer Diagnose und äußerst schweren CC oder intensivmedizinische Komplexbehandlung > 196 / 184 / 184 Aufwandspunkte;1,554;;15,1;4;0,300;28;0,069;0,093;;;1,0707
F65B;M;Periphere Gefäßkrankheiten ohne komplexe Diagnose oder ohne äußerst schwere CC, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / 184 Aufwandspunkte;0,525;;5,5;1;0,274;13;0,064;0,077;;;0,7732
F66A;M;Koronararteriosklerose mit äußerst schweren CC;1,184;;14,5;4;0,226;24;0,055;0,073;;;0,8492
F66B;M;Koronararteriosklerose ohne äußerst schwere CC;0,416;;4,2;1;0,223;10;0,066;0,077;;;0,6648
F67A;M;Hypertonie mit komplizierender Diagnose oder äußerst schweren oder schweren CC oder bestimmter hochaufwendiger / mäßig aufwendiger / aufwendiger Behandlung;0,791;;8,8;2;0,252;19;0,060;0,077;;;0,8183
F67B;M;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, ohne bestimmte hochaufwendige / mäßig aufwendige / aufwendige Behandlung, Alter < 18 Jahre;0,415;;3,4;1;0,201;7;0,085;0,093;;;1,1359
F67C;M;Hypertonie ohne komplizierende Diagnose, ohne äußerst schwere oder schwere CC, ohne bestimmte hochaufwendige / mäßig aufwendige / aufwendige Behandlung, Alter > 17 Jahre;0,372;;3,9;1;0,205;9;0,064;0,073;;;0,6436
F68A;M;Angeborene Herzkrankheit, Alter < 6 Jahre oder intensivmedizinische Komplexbehandlung > 196 / - / - Aufwandspunkte oder Alter < 16 Jahre mit äußerst schweren oder schweren CC;0,674;;5,2;1;0,401;13;0,127;0,106;;;1,7370
F68B;M;Angeborene Herzkrankheit ohne intensivmedizinische Komplexbehandlung > 196 / - / - Aufwandspunkte, Alter > 5 Jahre und Alter < 16 Jahre, ohne äußerst schwere oder schwere CC oder Alter > 15 Jahre;0,454;;3,0;1;0,220;7;0,095;0,102;;;1,0112
F69A;M;Herzklappenerkrankungen mit äußerst schweren oder schweren CC;1,139;;13,0;3;0,265;25;0,057;0,076;;;0,8141
F69B;M;Herzklappenerkrankungen ohne äußerst schwere oder schwere CC;0,465;;5,4;1;0,272;12;0,059;0,071;;;0,6979
F70A;M;Schwere Arrhythmie und Herzstillstand mit äußerst schweren CC;1,175;;10,2;2;0,376;21;0,078;0,101;;;1,3576
F70B;M;Schwere Arrhythmie und Herzstillstand ohne äußerst schwere CC;0,525;;4,9;1;0,369;11;0,072;0,086;;;0,9581
F71A;M;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen mit äußerst schweren CC, mehr als ein Belegungstag oder mit kathetergestützter elektrophysiologischer Untersuchung des Herzens oder bestimmter hochaufwendiger Behandlung;1,156;;12,5;3;0,275;25;0,062;0,082;;;0,9962
F71B;M;Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen ohne äußerst schwere CC oder ein Belegungstag, ohne kathetergestützte elektrophysiologische Untersuchung des Herzens, ohne bestimmte hochaufwendige Behandlung;0,380;;3,8;1;0,208;9;0,067;0,076;;;0,7770
F72A;M;Angina pectoris mit äußerst schweren CC;1,027;;10,1;2;0,308;20;0,064;0,083;;;0,8946
F72B;M;Angina pectoris ohne äußerst schwere CC;0,369;;3,6;1;0,192;8;0,070;0,078;;;0,7032
F73A;M;Synkope und Kollaps, Alter < 14 Jahre, ein Belegungstag;0,208;;1,0;;;;;;;;1,5845
F73B;M;Synkope und Kollaps, Alter > 13 Jahre oder mehr als ein Belegungstag;0,425;;3,9;1;0,241;9;0,073;0,084;;;0,7509
F74Z;M;Thoraxschmerz und sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems;0,324;;2,8;1;0,158;6;0,078;0,082;;;0,7484
F75A;M;Andere Krankheiten des Kreislaufsystems mit äußerst schweren CC, mehr als ein Belegungstag;1,723;;15,0;4;0,311;30;0,073;0,097;;;1,0279
F75B;M;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC oder ein Belegungstag, Alter < 10 Jahre oder Alter < 16 Jahre mit schweren CC;0,802;;4,7;1;0,507;12;0,146;0,120;;;1,8173
F75C;M;Andere Krankheiten des Kreislaufsystems ohne äußerst schwere CC oder ein Belegungstag, Alter > 9 Jahre und Alter < 16 Jahre, ohne schwere CC oder Alter > 15;0,640;;5,3;1;0,393;13;0,071;0,085;;;0,8064
F77Z;M;Komplexbehandlung bei multiresistenten und nicht multiresistenten isolationspflichtigen Erregern bei Krankheiten und Störungen des Kreislaufsystems;2,162;;24,0;;;41;0,058;0,079;;;1,0239
F95A;O;Interventioneller Septumverschluss, Alter < 18 Jahre oder Vorhofohrverschluss;2,194;;4,2;1;0,468;11;0,070;0,080;;;0,9771
F95B;O;Interventioneller Septumverschluss, Alter > 17 Jahre, ohne Vorhofohrverschluss;1,600;;2,5;1;0,172;5;0,076;0,077;;;0,9707
F98A;O;Komplexe minimalinvasive Operationen an Herzklappen ohne minimalinvasiven Eingriff an mehreren Herzklappen, mit hochkomplexem Eingriff oder komplexer Diagnose oder Alter < 30 Jahre oder Implantation eines Wachstumsstents;7,296;;14,1;4;0,364;27;0,091;0,121;;;1,4918
F98B;O;Komplexe minimalinvasive Operationen an Herzklappen ohne minimalinvasiven Eingriff an mehreren Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 29 Jahre, ohne Implantation eines Wachstumsstents, mit sehr komplexem Eingriff;6,173;;11,1;3;0,317;22;0,080;0,105;;;1,1916
F98C;O;Komplexe minimalinvasive Operationen an Herzklappen ohne minimalinvasiven Eingriff an mehreren Herzklappen, ohne hochkomplexen Eingriff, ohne komplexe Diagnose, Alter > 29 Jahre, ohne Implantation eines Wachstumsstents, ohne sehr komplexen Eingriff;8,238;;10,5;2;0,331;23;0,066;0,087;;;1,0416
MDC 06 Krankheiten und Störungen der Verdauungsorgane;;;;;;;;;;;;;
G01Z;O;Eviszeration des kleinen Beckens;6,349;;21,9;6;0,428;39;0,137;0,131;;;1,2904
G02A;O;Bestimmte Eingriffe an den Verdauungsorganen bei angeb. Fehlbildung, Alter < 2 Jahre oder sehr komplexe Eingriffe an Dünn- und Dickdarm, Alter < 10 Jahre oder best. Eingriffe an Dünn- und Dickdarm mit kompliz. Diagnose, mit bestimmten kompliz. Faktoren;3,884;;18,9;5;0,357;36;0,079;0,107;;;1,2455
G02B;O;Bestimmte komplexe Eingriffe an Dünn- und Dickdarm oder andere Eingriffe an den Verdauungsorganen bei angeb. Fehlbildung, Alter < 2 Jahre oder bestimmte Eingriffe an Dünn- und Dickdarm mit komplizierender Diagnose, ohne bestimmte komplizierende Faktoren;2,804;;14,2;4;0,289;27;0,071;0,095;;;0,9702
G02C;O;Andere komplexe Eingriffe an Dünn- und Dickdarm oder andere Eingriffe an Dünn- und Dickdarm mit komplizierender Diagnose, ohne Eingriffe an den Verdauungsorganen bei angeborener Fehlbildung, Alter < 2 Jahre;2,343;;12,4;3;0,302;25;0,068;0,090;;;0,9409
G03A;O;Große Eingriffe an Magen, Ösophagus und Duodenum oder bestimmte Eingriffe an Dünn- und Dickdarm oder an Magen, Ösophagus und Duodenum mit komplexer Prozedur mit hochkomplexem Eingriff oder intensivmedizinischer Komplexbehandlung > - / 368 / - Aufwandsp.;5,724;;19,8;6;0,400;36;0,142;0,135;;;1,5111
G03B;O;Große Eingriffe an Magen, Ösophagus und Duodenum oder bestimmte Eingriffe an Magen, Ösophagus und Duodenum mit komplexer Prozedur ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > - / 368 / - Aufwandspkt., mit komplexem Eingriff;4,952;;19,3;5;0,408;35;0,089;0,120;;;1,2228
G03C;O;Große Eingriffe an Magen, Ösophagus und Duodenum oder bestimmte Eingriffe an Magen, Ösophagus und Duodenum mit komplexer Prozedur ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > - / 368 / - Aufwandspkt., ohne komplexen Eingriff;3,864;;16,3;4;0,379;31;0,081;0,109;;;1,1356
G04Z;O;Adhäsiolyse am Peritoneum, Alter < 4 Jahre od. mit äuß. schw. od. schw. CC oder kleine Eingriffe an Dünn- und Dickdarm oder best. Eingriffe an abd. Gefäßen mit äuß. schw. CC oder Implantation eines Antireflux-Stimulationssystems od. best. Gastrektomie;3,375;;18,4;5;0,331;35;0,075;0,102;;;1,1549
G07A;O;Appendektomie oder laparoskopische Adhäsiolyse bei Peritonitis mit äuß. schw. od. schw. CC od. kl. Eingr. an Dünn- / Dickdarm od. an abdom. Gefäßen, oh. äuß. schw. CC od. best. Anorektoplastik, Alter < 3 Jahre od. mit best. Eingr. an abdominalen Gefäßen;1,872;;8,3;2;0,392;18;0,099;0,126;;;1,3792
G07B;O;Appendekt. od. laparoskop. Adhäsiolyse bei Peritonitis mit äuß. schw. od. schw. CC od. kl. Eingriffe an Dünn- / Dickdarm, oh. äußerst schwere CC od. best. Anorektoplastik, Alt. > 2 Jahre u. Alter < 14 Jahre od. mit laparoskop. Adhäsiolyse od. Rektopexie;1,649;;8,2;2;0,247;16;0,063;0,080;;;1,0116
G07C;O;Appendektomie bei Peritonitis mit äußerst schweren oder schweren CC oder kleine Eingriffe an Dünn- und Dickdarm ohne äußerst schwere CC oder bestimmte Anorektoplastik, Alter > 13 Jahre, ohne laparoskopische Adhäsiolyse, ohne Rektopexie;1,247;;7,9;2;0,215;15;0,057;0,073;;;0,7578
G08A;O;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, mit äußerst schweren CC;3,018;;16,5;4;0,350;33;0,074;0,100;;;1,0575
G08B;O;Komplexe Rekonstruktion der Bauchwand, Alter > 0 Jahre, ohne äußerst schwere CC;1,108;;4,6;1;0,453;10;0,056;0,066;;;0,7422
G09Z;O;Beidseitige Eingriffe bei Leisten- und Schenkelhernien, Alter > 55 Jahre oder komplexe Herniotomien oder Operation einer Hydrocele testis oder andere kleine Eingriffe an Dünn- und Dickdarm;0,893;;2,7;1;0,173;6;0,066;0,068;;;0,9523
G10Z;O;Bestimmte Eingriffe an hepatobiliärem System, Pankreas, Niere und Milz;2,914;;13,3;3;0,352;26;0,074;0,098;;;0,9771
G11A;O;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter außer bei Analfissuren und Hämorrhoiden, Alter < 6 Jahre;1,069;;5,5;1;0,279;11;0,071;0,086;;;1,4893
G11B;O;Pyloromyotomie oder Anoproktoplastik und Rekonstruktion von Anus und Sphinkter außer bei Analfissuren und Hämorrhoiden, Alter > 5 Jahre;0,625;;3,6;1;0,238;8;0,057;0,063;;;0,7813
G12A;O;Andere OR-Prozeduren an den Verdauungsorganen mit komplexer OR-Prozedur oder mit mäßig komplexer OR-Prozedur, mehr als ein Belegungstag, Alter < 16 Jahre;2,457;;11,4;3;0,318;26;0,078;0,103;;;1,0739
G12B;O;Andere OR-Prozeduren an den Verdauungsorganen mit mäßig komplexer OR-Prozedur, mehr als ein Belegungstag, Alter > 15 Jahre;1,610;;11,8;3;0,262;26;0,062;0,082;;;0,8469
G12C;O;Andere OR-Prozeduren an den Verdauungsorganen mit wenig komplexer OR-Prozedur, mehr als ein Belegungstag;1,392;;7,2;;;18;0,057;0,072;;;0,7670
G12D;O;Andere OR-Prozeduren an den Verdauungsorganen ohne komplexe OR-Prozedur, ein Belegungstag oder ohne mäßig komplexe OR-Prozedur, mit bestimmtem Eingriff oder Alter < 14 Jahre oder bei bösartiger Neubildung der Verdauungsorgane;1,194;;8,7;2;0,274;20;0,066;0,085;;;0,7848
G12E;O;Andere OR-Prozeduren an den Verdauungsorganen ohne komplexe OR-Prozedur, ein Belegungstag oder ohne mäßig komplexe OR-Prozedur, ohne bestimmten Eingriff, Alter > 13 Jahre, außer bei bösartiger Neubildung der Verdauungsorgane;0,814;;4,3;1;0,284;11;0,065;0,076;;;0,8808
G13A;O;Implantation und Wechsel von Neurostimulatoren und Neurostimulationselektroden bei Krankheiten und Störungen der Verdauungsorgane ohne Implantation oder Wechsel eines permanenten Elektrodensystems;1,046;;2,5;1;0,115;5;0,064;0,065;;;0,8391
G13B;O;Implantation und Wechsel von Neurostimulatoren und Neurostimulationselektroden bei Krankheiten und Störungen der Verdauungsorgane mit Implantation oder Wechsel eines permanenten Elektrodensystems;1,328;;2,9;1;0,125;6;0,061;0,064;;;0,8047
