DRG,ICD,OPS
802C,M25.34,5-915.49
802C,M18.0,5-044.4
802C,M18.0,5-388.2x
802C,M18.0,5-388.23
802A,M18.0,5-388.24
802C,M18.0,5-399.2
802C,M18.0,5-901.18
801E,M18.0,5-045.4
801E,M18.0,5-389.2x
801D,M18.0,5-781.9a
801D,M18.0,5-901.19
801D,M18.0,5-388.22
801D,M18.0,5-901.17
802C,M18.0,5-915.49
801D,M21.73,5-903.79
801D,M21.73,5-903.69
801D,M21.73,5-903.99
802C,M21.73,5-044.4
802C,M21.73,5-388.2x
801D,M21.73,5-903.59
802C,M21.73,5-388.23
802A,M21.73,5-388.24
802C,M21.73,5-399.2
801D,M21.73,5-905.19
802C,M21.73,5-901.18
801D,M21.73,5-902.49
802A,M21.73,5-916.79
801E,M21.73,5-045.4
801D,M21.73,5-903.b9
801E,M21.73,5-389.2x
801D,M21.73,5-781.9a
801D,M21.73,5-901.19
801D,M21.73,5-388.22
801D,M21.73,5-901.17
802C,M21.73,5-915.49
802C,M21.73,5-903.x9
802D,M21.73,5-907.29
801D,M21.73,5-907.59
801D,M21.73,5-909.29
801D,S63.04,5-903.79
801D,S63.04,5-903.69
801D,S63.04,5-903.99
802C,S63.04,5-044.4
802C,S63.04,5-388.2x
801D,S63.04,5-903.59
802C,S63.04,5-388.23
802A,S63.04,5-388.24
802C,S63.04,5-399.2
801D,S63.04,5-905.19
802C,S63.04,5-901.18
801D,S63.04,5-902.49
802A,S63.04,5-916.79
801E,S63.04,5-045.4
801D,S63.04,5-903.b9
801E,S63.04,5-389.2x
801D,S63.04,5-781.9a
801D,S63.04,5-901.19
801D,S63.04,5-388.22
801D,S63.04,5-901.17
802C,S63.04,5-915.49
802C,S63.04,5-903.x9
802D,S63.04,5-907.29
801D,S63.04,5-907.59
801D,S63.04,5-909.29
801D,S66.2,5-903.79
801D,S66.2,5-903.69
801D,S66.2,5-903.99
802C,S66.2,5-044.4
802C,S66.2,5-388.2x
801D,S66.2,5-903.59
802C,S66.2,5-388.23
802A,S66.2,5-388.24
802C,S66.2,5-399.2
801D,S66.2,5-905.19
802C,S66.2,5-901.18
801D,S66.2,5-902.49
802A,S66.2,5-916.79
801E,S66.2,5-045.4
801D,S66.2,5-903.b9
801E,S66.2,5-389.2x
801D,S66.2,5-781.9a
801D,S66.2,5-901.19
801D,S66.2,5-388.22
801D,S66.2,5-901.17
802C,S66.2,5-915.49
802C,S66.2,5-903.x9
802D,S66.2,5-907.29
801D,S66.2,5-907.59
801D,S66.2,5-909.29
801D,S52.50,5-903.79
801D,S52.50,5-903.69
801D,S52.50,5-903.99
802C,S52.50,5-044.4
802C,S52.50,5-388.2x
801D,S52.50,5-903.59
802C,S52.50,5-388.23
802A,S52.50,5-388.24
802C,S52.50,5-399.2
801D,S52.50,5-905.19
802C,S52.50,5-901.18
801D,S52.50,5-902.49
802A,S52.50,5-916.79
801E,S52.50,5-045.4
801D,S52.50,5-903.b9
801E,S52.50,5-389.2x
801D,S52.50,5-781.9a
801D,S52.50,5-901.19
801D,S52.50,5-388.22
801D,S52.50,5-901.17
802C,S52.50,5-915.49
802C,S52.50,5-903.x9
802D,S52.50,5-907.29
801D,S52.50,5-907.59
801D,S52.50,5-909.29
801D,S52.51,5-903.79
801D,S52.51,5-903.69
801D,S52.51,5-903.99
802C,S52.51,5-044.4
802C,S52.51,5-388.2x
801D,S52.51,5-903.59
802C,S52.51,5-388.23
802A,S52.51,5-388.24
802C,S52.51,5-399.2
801D,S52.51,5-905.19
802C,S52.51,5-901.18
801D,S52.51,5-902.49
802A,S52.51,5-916.79
801E,S52.51,5-045.4
801D,S52.51,5-903.b9
801E,S52.51,5-389.2x
801D,S52.51,5-781.9a
801D,S52.51,5-901.19
801D,S52.51,5-388.22
801D,S52.51,5-901.17
802C,S52.51,5-915.49
802C,S52.51,5-903.x9
802D,S52.51,5-907.29
801D,S52.51,5-907.59
801D,S52.51,5-909.29
801D,M67.44,5-903.79
801D,M67.44,5-903.69
801D,M67.44,5-903.99
802C,M67.44,5-044.4
802C,M67.44,5-388.2x
801D,M67.44,5-903.59
802C,M67.44,5-388.23
802A,M67.44,5-388.24
802C,M67.44,5-399.2
801D,M67.44,5-905.19
802C,M67.44,5-901.18
801D,M67.44,5-902.49
802A,M67.44,5-916.79
801E,M67.44,5-045.4
801D,M67.44,5-903.b9
801E,M67.44,5-389.2x
801D,M67.44,5-781.9a
801D,M67.44,5-901.19
801D,M67.44,5-388.22
801D,M67.44,5-901.17
802C,M67.44,5-915.49
802C,M67.44,5-903.x9
802D,M67.44,5-907.29
801D,M67.44,5-907.59
801D,M67.44,5-909.29
802C,S62.21,5-044.4
802C,S62.21,5-388.2x
802C,S62.21,5-388.23
802A,S62.21,5-388.24
802C,S62.21,5-399.2
802C,S62.21,5-901.18
801E,S62.21,5-045.4
801E,S62.21,5-389.2x
801D,S62.21,5-781.9a
801D,S62.21,5-901.19
801D,S62.21,5-388.22
801D,S62.21,5-901.17
802C,S62.21,5-915.49
802C,M86.44,5-044.4
802C,M86.44,5-388.2x
802C,M86.44,5-388.23
802A,M86.44,5-388.24
802C,M86.44,5-399.2
802C,M86.44,5-901.18
801E,M86.44,5-045.4
801E,M86.44,5-389.2x
801D,M86.44,5-781.9a
801D,M86.44,5-901.19
801D,M86.44,5-388.22
801D,M86.44,5-901.17
802C,M86.44,5-915.49
802C,S62.34,5-044.4
802C,S62.34,5-388.2x
802C,S62.34,5-388.23
802A,S62.34,5-388.24
802C,S62.34,5-399.2
802C,S62.34,5-901.18
801E,S62.34,5-045.4
801E,S62.34,5-389.2x
801D,S62.34,5-781.9a
801D,S62.34,5-901.19
801D,S62.34,5-388.22
801D,S62.34,5-901.17
802C,S62.34,5-915.49
801D,M67.14,5-903.79
801D,M67.14,5-903.69
801D,M67.14,5-903.99
802C,M67.14,5-044.4
802C,M67.14,5-388.2x
801D,M67.14,5-903.59
802C,M67.14,5-388.23
802A,M67.14,5-388.24
802C,M67.14,5-399.2
801D,M67.14,5-905.19
802C,M67.14,5-901.18
801D,M67.14,5-902.49
802A,M67.14,5-916.79
801E,M67.14,5-045.4
801D,M67.14,5-903.b9
801E,M67.14,5-389.2x
801D,M67.14,5-781.9a
801D,M67.14,5-901.19
801D,M67.14,5-388.22
801D,M67.14,5-901.17
802C,M67.14,5-915.49
802C,M67.14,5-903.x9
802D,M67.14,5-907.29
801D,M67.14,5-907.59
801D,M67.14,5-909.29
802C,S62.52,5-044.4
802C,S62.52,5-388.2x
802C,S62.52,5-388.23
802A,S62.52,5-388.24
802C,S62.52,5-399.2
802C,S62.52,5-901.18
801E,S62.52,5-045.4
801E,S62.52,5-389.2x
801D,S62.52,5-781.9a
801D,S62.52,5-901.19
801D,S62.52,5-388.22
801D,S62.52,5-901.17
802C,S62.52,5-915.49
802C,Q70.0,5-044.4
802C,Q70.0,5-388.2x
802C,Q70.0,5-388.23
802A,Q70.0,5-388.24
802C,Q70.0,5-399.2
802C,Q70.0,5-901.18
801E,Q70.0,5-045.4
801E,Q70.0,5-389.2x
801D,Q70.0,5-781.9a
801D,Q70.0,5-901.19
801D,Q70.0,5-388.22
801D,Q70.0,5-901.17
802C,Q70.0,5-915.49
801D,S63.02,5-903.79
801D,S63.02,5-903.69
801D,S63.02,5-903.99
802C,S63.02,5-044.4
802C,S63.02,5-388.2x
801D,S63.02,5-903.59
802C,S63.02,5-388.23
802A,S63.02,5-388.24
802C,S63.02,5-399.2
801D,S63.02,5-905.19
802C,S63.02,5-901.18
801D,S63.02,5-902.49
802A,S63.02,5-916.79
801E,S63.02,5-045.4
801D,S63.02,5-903.b9
801E,S63.02,5-389.2x
801D,S63.02,5-781.9a
801D,S63.02,5-901.19
801D,S63.02,5-388.22
801D,S63.02,5-901.17
802C,S63.02,5-915.49
802C,S63.02,5-903.x9
802D,S63.02,5-907.29
801D,S63.02,5-907.59
801D,S63.02,5-909.29
801D,T84.08,5-903.79
801D,T84.08,5-903.69
801D,T84.08,5-903.99
802C,T84.08,5-044.4
802C,T84.08,5-388.2x
801D,T84.08,5-903.59
802C,T84.08,5-388.23
802A,T84.08,5-388.24
802C,T84.08,5-399.2
801D,T84.08,5-905.19
802C,T84.08,5-901.18
801D,T84.08,5-902.49
802A,T84.08,5-916.79
801E,T84.08,5-045.4
801D,T84.08,5-903.b9
801E,T84.08,5-389.2x
801D,T84.08,5-781.9a
801D,T84.08,5-901.19
801D,T84.08,5-388.22
801D,T84.08,5-901.17
802C,T84.08,5-915.49
802C,T84.08,5-903.x9
802D,T84.08,5-907.29
801D,T84.08,5-907.59
801D,T84.08,5-909.29
802C,M86.04,5-044.4
802C,M86.04,5-388.2x
802C,M86.04,5-388.23
802A,M86.04,5-388.24
802C,M86.04,5-399.2
802C,M86.04,5-901.18
801E,M86.04,5-045.4
801E,M86.04,5-389.2x
801D,M86.04,5-781.9a
801D,M86.04,5-901.19
801D,M86.04,5-388.22
801D,M86.04,5-901.17
802C,M86.04,5-915.49
801D,S63.08,5-903.79
801D,S63.08,5-903.69
801D,S63.08,5-903.99
802C,S63.08,5-044.4
802C,S63.08,5-388.2x
801D,S63.08,5-903.59
802C,S63.08,5-388.23
802A,S63.08,5-388.24
802C,S63.08,5-399.2
801D,S63.08,5-905.19
802C,S63.08,5-901.18
801D,S63.08,5-902.49
802A,S63.08,5-916.79
801E,S63.08,5-045.4
801D,S63.08,5-903.b9
801E,S63.08,5-389.2x
801D,S63.08,5-781.9a
801D,S63.08,5-901.19
801D,S63.08,5-388.22
801D,S63.08,5-901.17
802C,S63.08,5-915.49
802C,S63.08,5-903.x9
802D,S63.08,5-907.29
801D,S63.08,5-907.59
801D,S63.08,5-909.29
801D,M19.93,5-903.79
801D,M19.93,5-903.69
801D,M19.93,5-903.99
802C,M19.93,5-044.4
802C,M19.93,5-388.2x
801D,M19.93,5-903.59
802C,M19.93,5-388.23
802A,M19.93,5-388.24
802C,M19.93,5-399.2
801D,M19.93,5-905.19
802C,M19.93,5-901.18
801D,M19.93,5-902.49
802A,M19.93,5-916.79
801E,M19.93,5-045.4
801D,M19.93,5-903.b9
801E,M19.93,5-389.2x
801D,M19.93,5-781.9a
801D,M19.93,5-901.19
801D,M19.93,5-388.22
801D,M19.93,5-901.17
802C,M19.93,5-915.49
802C,M19.93,5-903.x9
802D,M19.93,5-907.29
801D,M19.93,5-907.59
801D,M19.93,5-909.29
802C,C49.1,5-044.4
802C,C49.1,5-388.2x
802C,C49.1,5-388.23
802A,C49.1,5-388.24
802C,C49.1,5-399.2
802C,C49.1,5-901.18
801E,C49.1,5-045.4
801E,C49.1,5-389.2x
801D,C49.1,5-781.9a
801D,C49.1,5-901.19
801D,C49.1,5-388.22
801D,C49.1,5-901.17
802C,C49.1,5-915.49
801D,L40.5,5-903.79
801D,L40.5,5-903.69
801D,L40.5,5-903.99
802C,L40.5,5-044.4
802C,L40.5,5-388.2x
801D,L40.5,5-903.59
802C,L40.5,5-388.23
802A,L40.5,5-388.24
802C,L40.5,5-399.2
801D,L40.5,5-905.19
802C,L40.5,5-901.18
801D,L40.5,5-902.49
802A,L40.5,5-916.79
801E,L40.5,5-045.4
801D,L40.5,5-903.b9
801E,L40.5,5-389.2x
801D,L40.5,5-781.9a
801D,L40.5,5-901.19
801D,L40.5,5-388.22
801D,L40.5,5-901.17
802C,L40.5,5-915.49
802C,L40.5,5-903.x9
802D,L40.5,5-907.29
801D,L40.5,5-907.59
801D,L40.5,5-909.29
802C,M18.5,5-044.4
802C,M18.5,5-388.2x
802C,M18.5,5-388.23
802A,M18.5,5-388.24
802C,M18.5,5-399.2
802C,M18.5,5-901.18
801E,M18.5,5-045.4
801E,M18.5,5-389.2x
801D,M18.5,5-781.9a
801D,M18.5,5-901.19
801D,M18.5,5-388.22
801D,M18.5,5-901.17
802C,M18.5,5-915.49
801D,M19.84,5-903.79
801D,M19.84,5-903.69
801D,M19.84,5-903.99
802C,M19.84,5-044.4
802C,M19.84,5-388.2x
801D,M19.84,5-903.59
802C,M19.84,5-388.23
802A,M19.84,5-388.24
802C,M19.84,5-399.2
801D,M19.84,5-905.19
802C,M19.84,5-901.18
801D,M19.84,5-902.49
802A,M19.84,5-916.79
801E,M19.84,5-045.4
801D,M19.84,5-903.b9
801E,M19.84,5-389.2x
801D,M19.84,5-781.9a
801D,M19.84,5-901.19
801D,M19.84,5-388.22
801D,M19.84,5-901.17
802C,M19.84,5-915.49
802C,M19.84,5-903.x9
802D,M19.84,5-907.29
801D,M19.84,5-907.59
801D,M19.84,5-909.29
802C,M24.64,5-044.4
802C,M24.64,5-388.2x
802C,M24.64,5-388.23
802A,M24.64,5-388.24
802C,M24.64,5-399.2
802C,M24.64,5-901.18
801E,M24.64,5-045.4
801E,M24.64,5-389.2x
801D,M24.64,5-781.9a
801D,M24.64,5-901.19
801D,M24.64,5-388.22
801D,M24.64,5-901.17
802C,M24.64,5-915.49
802C,Q71.8,5-044.4
802C,Q71.8,5-388.2x
802C,Q71.8,5-388.23
802A,Q71.8,5-388.24
802C,Q71.8,5-399.2
802C,Q71.8,5-901.18
801E,Q71.8,5-045.4
801E,Q71.8,5-389.2x
801D,Q71.8,5-781.9a
801D,Q71.8,5-901.19
801D,Q71.8,5-388.22
801D,Q71.8,5-901.17
802C,Q71.8,5-915.49
802C,S62.22,5-044.4
802C,S62.22,5-388.2x
802C,S62.22,5-388.23
802A,S62.22,5-388.24
802C,S62.22,5-399.2
802C,S62.22,5-901.18
801E,S62.22,5-045.4
801E,S62.22,5-389.2x
801D,S62.22,5-781.9a
801D,S62.22,5-901.19
801D,S62.22,5-388.22
801D,S62.22,5-901.17
802C,S62.22,5-915.49
